"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Rhythm Change, Bookended by LT","Bike","30-45m Z1/Z2 warm up, ramp to upper Z2 for a bit before hitting the first effort. Efforts in this order with full recovery between: 1. 10 min Z4 (start low and aim for repeatability for now - still a bit early for gut busting max) 2. 15 min Z3 with a 15 sec acceleration every 3m 3. 10 min Z4 Easy cool down shake out home, save any extra energy for tomorrow!","3","","2017-11-18","","101303.359375","247","778","2945.786"," *11/20/2017 Nate Wilson: Good efforts! How'd they feel?* *11/20/2017 Matti Rowe: I could not have repeated the last 10m again because I was on tap out nutritionally.* *11/20/2017 Nate Wilson: OK - good feedback. Keep that in mind - a lot of time that threshold power, people have the repeatability moreso than they think if they're taking in a ton of carb.*","3.31748345269097","8.48200035095215","","86","","142","179","","","0.793625876879162","209.37","29","125","20","11","24","4","0","","","","35","51","66","22","12","15","2","","","","",""
"Long End w/ Tempo Finish","Bike","3-3.5h general endurance, don't chase base wattage and go as comfortable. In the final hour, do 1x20 min climb @ 290-320w, if you're feeling strong lift pace in final 5 min.","4","","2017-11-19","Would be a good day to go with a group and get some ""free"" miles in prior to final effort.","99485.4765625","213","595","2883.218"," *11/19/2017 Matti Rowe: Got to the 505 early but had to get up at 5am to get there so felt beat from the get go but the miles still passed.* *11/20/2017 Nate Wilson: Biggest TSS week since prior to Norge - so even if some of the sparkle was missing, great to get it in and cap off the week.*","3.76488389756944","7.34000015258789","","78","","134","171","","","0.666558611277558","166.78","74","137","21","5","2","0","0","","","","50","130","28","10","7","3","0","","","","",""
"Hvile (or easy recovery spin)","Day Off","If you have time/energy and want to have a light Z1 type day - go for it!","","","2017-11-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Thanksgiving in ABQ","Other","","","","2017-11-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"La Luz Dreaming","Bike","The aim for this week is two-fold: 1. Getting general miles, volume, and aerobic load in. 2. Getting away from structure for a week, so that you're putting in work, but without the mental stress of going hard on demand. You can get in vol as you like and as life allows - enjoy it! Cross training is fine!","2","","2017-11-21","","61594.6484375","241","502","1784.3","","2.05953531901042","8.30799961090088","","84","","135","170","","","0.757048078842338","118.19","56","46","19","10","4","0","0","","","","17","57","31","4","13","4","0","","","","",""
"Foundation Work and Foam Rolling","Strength","This routine doesn't take a lot of time, but is challenging and works. The focus is all on the posterior chain (read back, glutes, hamstrings). This will make you a better handler on the bike, better climber, and help cut out lower back pain. These are the muscle groups that cyclists often ignore, and pay the penalty for. Follow the link to the video: http://youtu.be/4BOTvaRaDjI Do some foam rolling and stretching after the foundation routine.","0.416666666666667","","2017-11-21","I don't care what days this is on, but let's aim for 2x this week","","","",""," *11/22/2017 Matti Rowe: Fak me this was hard - it used to be nothing!*","0.416666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hit of Manzanas","Bike","The aim for this week is two-fold: 1. Getting general miles, volume, and aerobic load in. 2. Getting away from structure for a week, so that you're putting in work, but without the mental stress of going hard on demand. You can get in vol as you like and as life allows - enjoy it! Cross training is fine!","2","","2017-11-22","","72865.421875","248","513","1987.923"," *11/27/2017 Nate Wilson: Nice long duration effort - how controlled did this feel?* *11/27/2017 Matti Rowe: I could have gone up a gear.*","2.23305392795139","9.06400012969971","","88","","140","174","","","0.800741527970303","142.92","34","73","4","7","22","0","0","","","","21","45","32","7","18","13","0","","","","",""
"East Mountains Loop","Bike","The aim for this week is two-fold: 1. Getting general miles, volume, and aerobic load in. 2. Getting away from structure for a week, so that you're putting in work, but without the mental stress of going hard on demand. You can get in vol as you like and as life allows - enjoy it! Cross training is fine!","3","","2017-11-23","","94588.203125","250","569","2674.96"," *11/27/2017 Nate Wilson: Nice continuing a good aerobic load haul. That effort looks like it was starting to bite ya a bit at the end with the HR drifting up, great cadence all the way through!* *11/27/2017 Matti Rowe: Yeah I was going for the segment and lifted at the end.*","2.97211751302083","8.84000015258789","","90","","142","178","","","0.812048373246548","194.64","27","115","13","11","15","6","0","","","","30","51","51","12","13","24","1","","","","",""
"ABQ to Jemez Springs","Bike","The aim for this week is two-fold: 1. Getting general miles, volume, and aerobic load in. 2. Getting away from structure for a week, so that you're putting in work, but without the mental stress of going hard on demand. You can get in vol as you like and as life allows - enjoy it! Cross training is fine!","3","","2017-11-24","","92811.703125","248","594","2664.548"," *11/27/2017 Nate Wilson: HR pretty nice and tight first 2.5h - hydration may have gotten the better of you here.* *11/27/2017 Matti Rowe: Yeah I dressed like it was Fall but Summer is what turned up.*","2.98762315538194","8.62899971008301","","88","","138","164","","","0.751063060971683","169.17","34","120","29","5","0","0","0","","","","21","52","78","21","8","3","0","","","","",""
"Sandias Ski Area Smash","Bike","The aim for this week is two-fold: 1. Getting general miles, volume, and aerobic load in. 2. Getting away from structure for a week, so that you're putting in work, but without the mental stress of going hard on demand. You can get in vol as you like and as life allows - enjoy it! Cross training is fine!","3","","2017-11-25","","90121.1171875","246","606","2611.85"," *11/27/2017 Nate Wilson: Solid wattage for the elevation! Good week in the bag man, how ya feeling? Enjoyed it?* *11/27/2017 Matti Rowe: NM was enchanting as ever. Love it.*","2.96079421043396","8.45499992370605","","86","","137","176","","","0.803584683314656","191.85","54","93","8","9","24","0","0","","","","32","44","51","14","23","16","0","","","","",""
"Foundation Work and Foam Rolling","Strength","This routine doesn't take a lot of time, but is challenging and works. The focus is all on the posterior chain (read back, glutes, hamstrings). This will make you a better handler on the bike, better climber, and help cut out lower back pain. These are the muscle groups that cyclists often ignore, and pay the penalty for. Follow the link to the video: http://youtu.be/4BOTvaRaDjI Do some foam rolling and stretching after the foundation routine.","0.366666666666667","","2017-11-25","","","","",""," *11/25/2017 Matti Rowe: Felt easier, but my left lower back still acted up during the ride.*","0.366666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Aerobic Load Week","Bike","The aim for this week is two-fold: 1. Getting general miles, volume, and aerobic load in. 2. Getting away from structure for a week, so that you're putting in work, but without the mental stress of going hard on demand. You can get in vol as you like and as life allows - enjoy it! Cross training is fine!","","","2017-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hvile (REST WEEK)","Day Off","OFF DAY - RECOVERY WEEK","","","2017-11-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"General Endurance","Bike","60-90 min that is Z2 at most, easier is fine. 5x30 sec one leg drills.","1.25","","2017-11-28","","19661.259765625","251","474","616.288","","0.683138631184896","7.99499988555908","","85","","130","152","","","0.750550564357285","38.57","21","23","1","0","0","0","0","","","","4","14","18","4","2","0","0","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-11-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"END BLOCK","Other","","","","2017-11-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Short Tempo < Accels (3x8)","Bike","15-20 min easy warm up 3x8m of 5m Z3 < 3x20 sec acceleration / 40 sec recovery. Full recovery between. Cool down","1.25","","2017-11-29","Sit low on the zone if feeling legs heavy today!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTB, Jog, or Ski","X-Train","An open aerobic day as complement to the strength work (still light!).","","","2017-11-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Short Tempo < Accels (3x8)","Bike","15-20 min easy warm up 3x8m of 5m Z3 < 3x20 sec acceleration / 40 sec recovery. Full recovery between. Cool down","1.25","","2017-11-30","Sit low on the zone if feeling legs heavy today!","44466","266","808","1380.382"," *12/04/2017 Nate Wilson: Well that HR certainly freshened up. Good stuff - in a good place to chew on the next block of work!*","1.44357421875","8.55599975585938","","88","","144","175","","","0.838422356592011","101.21","11","49","11","11","12","0","0","","","","10","25","30","5","13","2","3","","","","",""
"Hvile (REST WEEK)","Day Off","OFF DAY - RECOVERY WEEK","","","2017-11-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Staying Power","Bike","60-90 min @ 3h limit pace (270-290w). So this is tough, but it should potentially just be biting by the end. If it feels easy - that is great - doesn't mean you need to add wattage. Just loading up the legs a bit - Sat/Sun are priority. Throw in 2-3 x 5 min blocks in ""aero"" position @ 105+ rpm","1.25","","2017-12-01","","44662.28125","289","570","1327.796"," *12/04/2017 Nate Wilson: Cool - good push Matti.*","1.27835666232639","9.70499992370605","","91","","150","168","","","0.854759686187502","93.12","6","16","41","27","1","0","0","","","","6","4","15","33","19","1","0","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-12-01","","","","",""," *12/01/2017 Matti Rowe: Squats were rusty, but it felt pretty good getting back to 205.*","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
